HIP,MCE,NRES,NC,isol_n,SCE,F2,F1,Hp,B-V,VarAnn,NOB,NR,RAdeg,DEdeg,Plx,pmRA,pmDE,e_RA,e_DE,e_Plx,e_pmRA,e_pmDE,IORB,EPOCH,PARF,CPSI,SPSI,RES,SRES,Rejected,FileName
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,596,-0.6816,0.6897,0.9751,-0.2217,-2.82,11.21,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,596,-0.6816,0.6884,0.9747,-0.2234,9.7,11.79,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,596,-0.6816,0.6894,0.975,-0.2222,8.41,11.26,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,736,-0.5115,0.444,0.8891,0.4578,-1.89,9.55,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,737,-0.5102,0.4323,0.8918,0.4525,-25.09,9.79,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,737,-0.5102,0.4319,0.8921,0.4519,-10.24,10.38,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,737,-0.5102,0.4286,0.894,0.448,14.04,10.19,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,737,-0.5102,0.4283,0.8942,0.4476,-17.0,10.33,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,762,-0.4799,-0.3584,0.9531,-0.3028,17.44,9.63,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,877,-0.3401,-0.3733,0.7085,0.7057,3.48,9.48,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,877,-0.3401,-0.3731,0.708,0.7062,-10.49,10.18,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,877,-0.3401,-0.3767,0.7118,0.7024,14.04,11.57,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,877,-0.3401,-0.3767,0.7119,0.7023,-0.32,11.58,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,877,-0.3401,-0.3812,0.7162,0.6979,-6.84,11.18,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,877,-0.3401,-0.3808,0.7156,0.6986,18.89,11.64,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,960,-0.2392,0.6202,-0.8594,0.5113,-13.33,11.15,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,960,-0.2392,0.6196,-0.8588,0.5123,0.39,8.97,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,960,-0.2392,0.6193,-0.8587,0.5124,8.8,11.26,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,960,-0.2392,0.6189,-0.8583,0.5131,11.64,9.85,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1009,-0.1796,-0.6689,0.1201,0.9928,-4.18,6.68,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1009,-0.1796,-0.6679,0.1186,0.9929,0.23,8.54,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1010,-0.1785,-0.6727,0.1198,0.9928,-5.58,10.78,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1010,-0.1785,-0.6722,0.1191,0.9929,-10.71,8.83,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1072,-0.1031,0.6156,-0.9889,-0.1485,13.14,9.08,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1072,-0.1031,0.6165,-0.9887,-0.1498,-7.37,9.35,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1072,-0.1031,0.618,-0.9884,-0.152,8.17,13.11,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1072,-0.1031,0.6186,-0.9883,-0.1528,18.12,9.34,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1072,-0.1031,0.6211,-0.9878,-0.1559,-18.18,13.69,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1072,-0.1031,0.6206,-0.9879,-0.1553,29.42,9.09,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1160,0.0039,-0.375,-0.9326,0.3609,-2.34,9.06,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1160,0.0039,-0.3716,-0.9344,0.3562,-9.57,10.33,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1160,0.0039,-0.3696,-0.9351,0.3544,13.94,8.87,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1160,0.0039,-0.3672,-0.9364,0.3508,-23.63,11.29,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1160,0.0039,-0.3661,-0.9372,0.3487,7.27,9.28,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1160,0.0039,-0.3629,-0.9387,0.3449,1.91,9.26,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1160,0.0039,-0.3618,-0.9392,0.3433,6.95,8.62,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1161,0.005,-0.3581,-0.9432,0.3323,2.54,12.33,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1193,0.0438,0.2596,-0.7314,-0.682,2.67,6.5,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1193,0.0438,0.2617,-0.729,-0.6845,-20.68,9.84,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1194,0.0451,0.2665,-0.7178,-0.6963,7.34,10.88,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1194,0.0451,0.2664,-0.7179,-0.6962,-4.63,10.44,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1194,0.0451,0.2705,-0.714,-0.7001,-18.54,13.08,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1194,0.0451,0.2735,-0.7124,-0.7017,-9.8,13.01,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1194,0.0451,0.2763,-0.7088,-0.7054,44.66,11.22,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1194,0.0451,0.2754,-0.7099,-0.7043,0.56,10.22,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1358,0.2444,0.6053,0.7955,-0.6059,-16.63,10.35,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1358,0.2444,0.6045,0.7946,-0.6072,-20.6,10.35,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1358,0.2444,0.6092,0.7986,-0.6018,-5.74,9.9,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1358,0.2444,0.6088,0.7983,-0.6022,-7.73,9.73,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1428,0.3294,-0.6947,-0.1018,-0.9948,-9.08,10.47,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1428,0.3294,-0.6941,-0.101,-0.9949,27.52,10.45,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1428,0.3294,-0.6933,-0.0999,-0.995,-2.98,8.95,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1428,0.3294,-0.6933,-0.0999,-0.995,17.54,9.74,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1505,0.4229,0.5983,0.9757,0.2191,4.89,9.47,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1505,0.4229,0.5982,0.9759,0.2184,5.4,10.19,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1505,0.4229,0.5973,0.9761,0.2173,-10.34,9.3,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1505,0.4229,0.5949,0.9766,0.2149,-5.27,11.04,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1542,0.4679,-0.4994,0.6969,-0.7172,-5.76,11.07,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1542,0.4679,-0.4989,0.6976,-0.7165,16.43,9.37,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1542,0.4679,-0.5018,0.6946,-0.7194,-6.83,10.7,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1542,0.4679,-0.5015,0.6951,-0.7189,0.38,7.06,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1635,0.5809,0.254,0.5658,0.8246,14.39,12.67,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1635,0.5809,0.2502,0.5705,0.8213,11.45,10.25,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1635,0.5809,0.2496,0.5707,0.8212,25.62,11.74,False,H002382.d
2382,2376,154,1,5,0,4.38,0,11.0009,0.469,0,154,0,7.60188702,60.16923885,-1.03,-5.46,-1.24,1.54,1.46,2.2,2.24,1.62,1635,0.5809,0.2445,0.5764,0.8172,13.32,9.76,False,H002382.d
